,0,1,2,3
0,Albert Camus,"To know oneself, one should assert oneself.","[know, oneself, should]",motivational
1,Albert Schweitzer,"Do something wonderful, people may imitate it.","[people, may]",motivational
2,Alfred A. Montapert,Expect problems and eat them for breakfast.,"[problems, breakfast, eat]",motivational
3,Carl Sandburg,To be a good loser is to learn how to win.,"[good, learn, loser]",motivational
4,Edgar Cayce,There is progress whether ye are going forward or backward! The thing is to move!,"[progress, forward, backward]",motivational
5,Ralph Waldo Emerson,We aim above the mark to hit the mark.,"[aim, mark, above]",motivational
6,"Martin Luther King, Jr.","The first question which the priest and the Levite asked was: 'If I stop to help this man, what will happen to me?' But... the good Samaritan reversed the question: 'If I do not stop to help this man, what will happen to him?'","[good, man, help]",motivational
7,Oliver Herford,Many are called but few get up.,"[many, get, up]",motivational
8,Sophocles,Who seeks shall find.,"[find, who, shall]",motivational
9,Tom Stoppard,Every exit is an entry somewhere else.,"[exit, somewhere, every]",motivational
10,Christopher Reeve,Don't give up. Don't lose hope. Don't sell out.,"[hope, sell, lose]",motivational
11,Richard Rorty,There is nothing deep down inside us except what we have put there ourselves.,"[deep, nothing, down]",motivational
12,Carl von Clausewitz,Pursue one great decisive aim with force and determination.,"[determination, great, aim]",motivational
13,Sylvia Browne,"The weeds keep multiplying in our garden, which is our mind ruled by fear. Rip them out and call them by name.","[fear, mind, name]",motivational
14,Jessica Savitch,"No matter how many goals you have achieved, you must set your sights on a higher one.","[goals, matter, you]",motivational
15,Herman Cain,"One of the things that I did before I ran for president is I was a professional speaker. Not a motivational speaker - an inspirational speaker. Motivation comes from within. You have to be inspired. That's what I do. I inspire people, I inspire the public, I inspire my staff. I inspired the organizations I took over to want to succeed.","[inspirational, motivation]",motivational
16,Louise Mensch,"I like motivational books, because I like the go-getting American spirit - your destiny is in your own hands, life is what you make it, don't accept your limitations, jump before you're pushed, leap before you look.","[life, destiny, hands]",motivational
17,Khloe Kardashian,I'm thrilled to continue my partnership with U by Kotex for Generation Know while helping to empower girls. I've always been a motivational resource for my younger sisters and hope I can positively impact and inspire other young girls too.,"[hope, generation, inspire]",motivational
18,Emile Zola,"If you ask me what I came into this life to do, I will tell you: I came to live out loud.","[life, me, live]",motivational
19,George S. Patton,You need to overcome the tug of people against you as you reach for high goals.,"[goals, people, you]",motivational
20,H. L. Hunt,"Decide what you want, decide what you are willing to exchange for it. Establish your priorities and go to work.","[work, priorities, want]",motivational
21,Khalil Gibran,"March on. Do not tarry. To go forward is to move toward perfection. March on, and fear not the thorns, or the sharp stones on life's path.","[life, fear, path]",motivational
22,Norman Cousins,Your heaviest artillery will be your will to live. Keep that big gun going.,"[gun, live, will]",motivational
23,Og Mandino,"Beginning today, treat everyone you meet as if they were going to be dead by midnight. Extend to them all the care, kindness and understanding you can muster, and do it with no thought of any reward. Your life will never be the same again.","[life, kindness, today]",motivational
24,Theodore Roosevelt,Get action. Seize the moment. Man was never intended to become an oyster.,"[man, moment, action]",motivational
25,Thomas Jefferson,Determine never to be idle. No person will have occasion to complain of the want of time who never loses any. It is wonderful how much may be done if we are always doing.,"[time, doing, want]",motivational
