,0,1,2,3
0,Du Fu,"This cream will help one's nature strengthen and grow, The diet gives support in my decline.","[nature, support, help]",diet
1,Lasse Hallstrom,I'm on this diet where you're supposed to eat only fish and meat.,"[fish, you, meat]",diet
2,Lou Gramm,"I go to the gym five days a week and I have a personal trainer. I am on a strict diet, which is kind of hard to keep up with on the road, but I stick to it as well as I can.","[week, road, i am]",diet
3,Rube Goldberg,"Uh, I just had an operation last March which was rather serious and I'm recuperating now. I'm on a very bland diet. But, uh, I'm lucky, I was just lucky, that's all.","[lucky, march, serious]",diet
4,Carol Burnett,"My interesting diet tips are eat early and don't nosh between meals. I mean, I can pack it away.","[early, interesting, eat]",diet
5,Mark Spitz,I am not qualified to talk about the diet. Simply because I am not a dietician.,"[i am, talk, qualified]",diet
6,Joey Lauren Adams,A bonus: You don't have to diet to direct.,"[you, bonus, direct]",diet
7,Sean Astin,"My diet is always terrible, unfortunately. I don't know moderation.","[know, moderation, always]",diet
8,Bobby Flay,"For me, it's all about moderation. I don't kick things out of my diet, like carbs. But I'm not going to eat fast food.","[food, me, eat]",diet
9,Tony Parsons,I box for four hours a week and my diet is pretty healthy.,"[week, healthy, box]",diet
10,Jon Meacham,"Environmental concern is a little like dieting or paying off credit-card debt - an episodically terrific idea that burns brightly and then seems to fade when we realize there's a reason we need to diet or pay down our debt. The reason is that it's really, really hard, and too many of us in too many spheres of life choose the easy over the hard.","[life, environmental, easy]",diet
11,Ben Harper,"I grew up with a heavy diet of gospel, folk, and blues because those are kind of the cornerstones of traditional American music.","[music, american, blues]",diet
12,Joan Jett,Cutting meat out of your diet is the best thing you can do for animals and your own health.,"[best, health, animals]",diet
13,Mike Huckabee,I did every diet: Atkins. Cabbage-soup diet. Dean Ornish. But I couldn't live the rest of my life like a rabbit.,"[life, my life, live]",diet
14,Robert Atkins,I weighed 193 pounds and had three chins. I couldn't get up before 9 a.m. and never saw patients before 10. I decided to go on a diet.,"[three, go, never]",diet
15,Robert Atkins,"I have had cardiomyopathy, which is a non-coronary condition and is in no way related to diet.","[way, which, condition]",diet
16,Robert Atkins,Fruit is definitely on the maintenance diet. It's on the lifestyle diet.,"[fruit, lifestyle]",diet
17,Lev Grossman,"I've drunk Amazon's free Diet Coke. Nothing makes more sense to me than a company trying to make bookselling into a profitable business. I'm not anti-Amazon, and I'm not pro-publishers either. I'm pro-books.","[business, drunk, me]",diet
18,Janelle Monae,"I won't sit here and say I've never had a pimple, but I try to have a really great diet, you know, lots of vegetables and fish. And I think stress plays a huge part too.","[great, stress, fish]",diet
19,Ginnifer Goodwin,"I've never had body issues, I've never had an eating disorder. I've never had to go on a diet and that's because of Weight Watchers.","[body, eating, go]",diet
20,Pierre Dukan,Mine is the least fat diet in the world.,"[world, fat, mine]",diet
21,Kathy Freston,Most diets would have you cutting things out from your diet; they are about denial and discipline.,"[discipline, you, denial]",diet
22,Susie Orbach,"If you continually diet, you are putting your body in a quasi-famine situation. It slows your metabolism down and breaks the thermostat. Diets don't work. They don't help you understand why you're eating more than your body wanted in the first place.","[work, help, body]",diet
23,Jean Smart,"You know as far as diet goes, for a while I was really obsessed with counting fat grams along with the rest of the world.","[world, know, fat]",diet
24,Apolo Ohno,"It starts with your diet and then to your exercise... you have to make the right decisions as a consumer and learn about carbs and proteins as well as watching your portion control, and from there you have to stay active as much as possible.","[decisions, control, exercise]",diet
25,Bruce Forsyth,"I do lead a careful diet, I don't overeat, I have fruit and vegetables every day and I drink a lot of water. And my darling wife keeps me so young it is ridiculous. Being with her is an inspiration as well.","[water, day, wife]",diet
